topic,word,pronunciation,word_type,meaning,example_en,example_vi,image_url,audio_url
127,communicate,/kəˈmjuːnɪkeɪt/,v,giao tiếp,"Thanks to the invention of the telephone, we can communicate with others all over the world.","Nhờ sự ra đời của điện thoại, chúng ta có thể giao tiếp với những người khác trên thế giới.",https://audio.tudienkala.com/data/images_example/300x225/t/h/thanks_to__ex1_582bca8a7f8b9aa1078b4642.jpg,https://audio.tudienkala.com/audio/c/o/communicate.mp3
127,compile,/kəmˈpaɪl/,v,"soạn, biên soạn, soạn thảo",The clerk is responsible for compiling the orders at the end of the day.,Người nhân viên chịu trách nhiệm soạn các đơn đặt hàng vào cuối ngày.,https://audio.tudienkala.com/data/cache/images/300x225/c/o/compile1.png,https://audio.tudienkala.com/audio/c/o/compile.mp3
127,comply,/kəmˈplaɪ/,v,"tuân theo, đồng ý làm theo",They refused to comply with the UN resolution.,Họ từ chối tuân theo các nghị quyết của LHQ.,https://audio.tudienkala.com/data/cache/images/300x225/c/o/comply1.jpg,https://audio.tudienkala.com/audio/c/o/comply.mp3
127,conclude,/kən'klu:d/,v,"kết luận, quyết định","After long discussions, the board has concluded that the project has to be canceled.","Sau những cuộc tranh luận dài, ủy ban đã kết luận rằng dự án phải bị hủy bỏ.",https://audio.tudienkala.com/data/images_example/300x225/a/f/after_long_ex1_56248d167f8b9a040dc66060.jpg,https://audio.tudienkala.com/audio/c/o/conclude.mp3
127,confidential,/ˌkɑːnfɪˈdenʃl/,adj,"giữ kín, bí mật",What we have talked about today is confidential.,Những gì chúng ta đã nói chuyện về ngày hôm nay là bí mật.,https://audio.tudienkala.com/data/cache/images/300x225/c/o/confidential1.png,https://audio.tudienkala.com/audio/c/o/confidential.mp3
127,connect,/kəˈnekt/,v,Kết nối,The towns are connected by train and bus services.,Các thị trấn được kết nối với nhau bởi các dịch vụ tàu lửa và xe buýt.,https://audio.tudienkala.com/data/cache/images/300x225/c/o/connect1.jpg,https://audio.tudienkala.com/audio/c/o/connect.mp3
127,consult,/kən'sʌlt/,v,"tham khảo, hỏi ý kiến, quan tâm","If the pain continues, consult your doctor.","Nếu cơn đau vẫn tiếp tục, thì bạn tham khảo ý kiến bác sĩ của bạn.",https://audio.tudienkala.com/data/cache/images/300x225/c/o/consult1.png,https://audio.tudienkala.com/audio/c/o/consult.mp3
127,cooperate,/koʊˈɑːpəreɪt/,v,hợp tác,The two groups agreed to cooperate with each other.,Hai nhóm đã đồng ý hợp tác với nhau.,https://audio.tudienkala.com/data/cache/images/300x225/c/o/cooperate1.jpg,https://audio.tudienkala.com/audio/c/o/cooperate.mp3
127,coordinate,/kou'ɔ:dneit/,v,kết hợp,You should coordinate your activities with those of other groups.,Em nên kết hợp hoạt động của các em với hoạt động của các nhóm khác.,https://audio.tudienkala.com/data/cache/images/300x225/c/o/coordinate1.png,https://audio.tudienkala.com/audio/c/o/coordinate.mp3
127,counsel,/ˈkaʊnsl/,v,tư vấn,Therapists were brought in to counsel the bereaved.,Các bác sĩ trị liệu được đưa đến để tư vấn cho gia quyến người chết,https://audio.tudienkala.com/data/cache/images/300x225/c/o/counsel1.jpg,https://audio.tudienkala.com/audio/c/o/counsel.mp3
127,coursework,/ˈkɔːrswɜːrk/,n,quá trình học tập,Coursework accounts for 40% of the final marks.,Qúa trình học tập chiếm khoảng 40% điểm tổng kết,https://audio.tudienkala.com/data/cache/images/300x225/c/o/coursework1.jpg,https://audio.tudienkala.com/audio/c/o/coursework.mp3
127,criticize,/ˈkrɪtɪsaɪz/,v,"phê bình, chỉ trích",The government has been criticized.,Chính phủ đã bị chỉ trích.,https://audio.tudienkala.com/data/cache/images/300x225/c/r/criticize2.png,https://audio.tudienkala.com/audio/c/r/criticize.mp3
127,customize,/ˈkʌstəmaɪz/,v,(Tin học) tùy chỉnh,You can customize the software in several ways.,Bạn có thể tùy chỉnh phần mềm theo nhiều cách.,https://audio.tudienkala.com/data/cache/images/300x225/c/u/customize1.jpg,https://audio.tudienkala.com/audio/c/u/customize.mp3
127,deadline,/ˈdedlaɪn/,n,thời hạn chót,The deadline for paying this years's taxes is just two weeks away.,Hạn chót cho việc nộp thuế cho năm nay chỉ còn cách 2 tuần.,https://audio.tudienkala.com/data/cache/images/300x225/d/e/deadline1.png,https://audio.tudienkala.com/audio/d/e/deadline.mp3
127,decision-making,,n,việc ra quyết định,All the staff should be involved in the decision-making process.,Tất cả các nhân viên nên được tham gia vào quá trình ra quyết định.,https://audio.tudienkala.com/data/cache/images/300x225/d/e/decision-making1.jpg,https://audio.tudienkala.com/audio/d/e/decision-making.mp3
128,demonstrate,/'demənstreit/,v,"bày tỏ, biểu lộ, cho thấy; chứng minh, giải thích",Let me demonstrate to you some of the difficulties we are facing.,Hãy để tôi trình bày cho bạn một số khó khăn mà chúng ta đang phải đối mặt.,https://audio.tudienkala.com/data/cache/images/300x225/d/e/demonstrate.jpg,https://audio.tudienkala.com/audio/d/e/demonstrate.mp3
128,developer,/dɪˈveləpər/,n,"người, công ty thiết kế và tạo ra sản phẩm mới",A software developer needs to constantly update his skills.,Một nhà phát triển phần mềm cần phải liên tục cập nhật các kỹ năng của mình,https://audio.tudienkala.com/data/cache/images/300x225/d/e/developer1.png,https://audio.tudienkala.com/audio/d/e/developer.mp3
128,differentiate,/ˌdɪfəˈrenʃieɪt/,v,phân biệt,It's difficult to differentiate between the two varieties.,Thật khó để phân biệt giữa hai loại.,https://audio.tudienkala.com/data/cache/images/300x225/d/i/differentiate1.jpg,https://audio.tudienkala.com/audio/d/i/differentiate.mp3
128,diligence,/´dilidʒəns/,n,"sự siêng năng, cần cù",He shows great diligence in her schoolwork.,Cậu ấy cho thấy sự cần cù rất nhiều trong các bài tập ở lớp và ở nhà của cậu.,https://audio.tudienkala.com/data/cache/images/300x225/d/i/diligence1.jpg,https://audio.tudienkala.com/audio/d/i/diligence.mp3
128,disclaimer,/dɪsˈkleɪmər/,n,"Sự chối từ, giải trừ trách nhiệm",A disclaimer is an obvious and simple device for a trader to use to avoid committing an offence.,Sự từ chối là một phương sách rõ ràng và đơn giản mà thương nhân sử dụng để tránh phạm tội.,https://audio.tudienkala.com/data/cache/images/300x225/d/i/disclaimer1.png,https://audio.tudienkala.com/audio/d/i/disclaimer.mp3
128,distribute,/dɪˈstrɪbjuːt/,v,phân phối,The books will be distributed free to local schools.,Những cuốn sách sẽ được phát miễn phí cho các trường học địa phương.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_books__ex1_587726767f8b9acf2f8b45f8.png,https://audio.tudienkala.com/audio/d/i/distribute.mp3
128,earn,/ɜːrn/,v,kiếm được (tiền...),He earns about $40000 a year.,Ông kiếm được khoảng $ 40.000 một năm.,https://audio.tudienkala.com/data/cache/images/300x225/e/a/earn1.jpg,https://audio.tudienkala.com/audio/e/a/earn.mp3
128,edit,/ˈedɪt/,v,"sửa chữa, biên tập, hiệu chỉnh",The script needs to be edited.,Kịch bản cần được chỉnh sửa.,https://audio.tudienkala.com/data/cache/images/300x225/e/d/edit1.png,https://audio.tudienkala.com/audio/e/d/edit.mp3
128,educate,/ˈedʒukeɪt/,v,"giáo dục, dạy",The programme educates people on the habits of animals.,Chương trình này dạy mọi người về các thói quen của các loài động vật.,https://audio.tudienkala.com/data/cache/images/300x225/e/d/educate2.jpg,https://audio.tudienkala.com/audio/e/d/educate.mp3
128,eliminate,/ɪˈlɪmɪneɪt/,v,loại ra,Two contestants were eliminated from last night’s show.,Hai thí sinh đã bị loại khỏi buổi biểu diễn tối qua.,https://audio.tudienkala.com/data/cache/images/300x225/e/l/eliminate1.png,https://audio.tudienkala.com/audio/e/l/eliminate.mp3
128,enclosed,/ɪnˈkloʊzd/,adj,được gửi kèm,Please complete the enclosed application form.,Vui lòng điền vào mẫu đơn được gởi kèm.,https://audio.tudienkala.com/data/images_example/300x225/p/l/please_com_ex2_587726777f8b9acf2f8b45fe.png,https://audio.tudienkala.com/audio/e/n/enclosed.mp3
128,endeavour,/ɪnˈdevər/,n,"(sự) cố gắng, nỗ lực",Please make every endeavour to arrive on time.,Hãy thực hiện mọi nỗ lực để đến đúng giờ.,https://audio.tudienkala.com/data/cache/images/300x225/e/n/endeavour1.jpg,https://audio.tudienkala.com/audio/e/n/endeavour.mp3
128,endorse,/ɪnˈdɔːrs/,v,"xác nhận, chứng thực chất lượng được quảng cáo (của món hàng...)",I wholeheartedly endorse his remarks.,Tôi hết lòng tán thành ý kiến phát biểu của anh ấy.,https://audio.tudienkala.com/data/cache/images/300x225/e/n/endorse1.png,https://audio.tudienkala.com/audio/e/n/endorse.mp3
128,end-user,/end ˈjuːzər/,n,là người sử dụng những sản phẩm tin học,Programs are tailored to meet the needs of end users and their own business environments.,Các chương trình được thiết kế để đáp ứng nhu cầu của người dùng và môi trường kinh doanh riêng của họ.,https://audio.tudienkala.com/data/cache/images/300x225/e/n/end-user1.png,https://audio.tudienkala.com/audio/e/n/end-user.mp3
128,enforce,/ɪnˈfɔːrs/,v,làm cho có hiệu lực; bắt tuân theo; đem thi hành (luật lệ),It's the job of the police to enforce the law.,Đó là công việc của cảnh sát thực thi pháp luật.,https://audio.tudienkala.com/data/cache/images/300x225/e/n/enforce1.jpg,https://audio.tudienkala.com/audio/e/n/enforce.mp3
128,enhance,/in'hɑ:ns/,v,"nâng cao, tăng cường",This is an opportunity to enhance the reputation of the company.,Đây là cơ hội để nâng cao danh tiếng của công ty.,https://audio.tudienkala.com/data/cache/images/300x225/e/n/enhance2.png,https://audio.tudienkala.com/audio/e/n/enhance.mp3
128,enquire,/ɪnˈkwaɪər/,v,hỏi,I am writing to enquire about some necessary skills that I need to have for this job.,Tôi viết bức thư này để hỏi về những kĩ năng mà tôi cần có cho công việc này.,https://audio.tudienkala.com/data/cache/images/300x225/e/n/enquire1.png,https://audio.tudienkala.com/audio/e/n/enquire.mp3
128,entry-level,/ˈentri ˈlevl/,adj,ở cấp thấp nhất trong công ty,"In the job environment, entry-level position is the starting position for a person with little or no experience, usually at minimum wage or a scale lower than most experienced workers.","Trong môi trường công việc, vị trí khởi đầu là vị trí bắt đầu cho",https://audio.tudienkala.com/data/cache/images/300x225/e/n/entry-level1.jpg,https://audio.tudienkala.com/audio/e/n/entry-level.mp3
128,equip,/ɪˈkwɪp/,v,trang bị,It's going to cost $4 million to equip the hospital.,Sẽ mất bốn triệu đô la để trang bị cho bệnh viện đó.,https://audio.tudienkala.com/data/cache/images/300x225/e/q/equip1.jpg,https://audio.tudienkala.com/audio/e/q/equip.mp3
128,estimation,/ˌestɪˈmeɪʃn/,n,sự đánh giá; sự ước lượng,Estimations of our total world sales are around 50 million.,Ước lượng tổng doanh số bán hàng của chúng tôi trên thế giới là khoảng 50 triệu USD.,https://audio.tudienkala.com/data/cache/images/300x225/e/s/estimation1.jpg,https://audio.tudienkala.com/audio/e/s/estimation.mp3
128,evaluate,/i'væljueit/,v,"đánh giá, định giá; ước lượng",It's important to evaluate your competition when making a business plan.,Đánh giá sức cạnh tranh của bạn là việc quan trọng khi lập một kế hoạch kinh doanh.,https://audio.tudienkala.com/data/cache/images/300x225/e/v/evaluate1.png,https://audio.tudienkala.com/audio/e/v/evaluate.mp3
128,execute,/ˈeksɪkjuːt/,v,"thực hiện, thi hành",The crime was very cleverly executed.,Các tội phạm đã được thực hiện rất khéo léo.,https://audio.tudienkala.com/data/cache/images/300x225/e/x/execute1.jpg,https://audio.tudienkala.com/audio/e/x/execute.mp3
128,expand,/iks'pænd/,v,"mở rộng, phát triển",The telephone networks in rural areas should be expanded.,Mạng lưới điện thoại ở các vùng sâu vùng xa nên được mở rộng.,https://audio.tudienkala.com/data/cache/images/300x225/e/x/expand1.jpg,https://audio.tudienkala.com/audio/e/x/expand.mp3
128,extra-curricular,/ˈekstrə kəˈrɪkjələr/,adj,ngoại khóa,She's involved in many extra-curricular activities.,Cô ấy tham gia nhiều hoạt động ngoại khóa.,https://audio.tudienkala.com/data/cache/images/300x225/e/x/extra-curricular1.jpg,https://audio.tudienkala.com/audio/e/x/extra-curricular.mp3
128,facilitate,/fə'siliteit/,v,"làm cho dễ dàng, làm cho thuận tiện",The computer program facilitated the scheduling of appointments.,Chương trình máy tính làm cho việc lập lịch các buổi hẹn được thuận tiện.,https://audio.tudienkala.com/data/cache/images/300x225/f/a/facilitate1.png,https://audio.tudienkala.com/audio/f/a/facilitate.mp3
128,familiarize,/fəˈmɪliəraɪz/,v,"làm cho quen (với vấn đề gì, công việc gì...)",You'll need time to familiarize yourself with our procedures.,Bạn sẽ cần thời gian để làm quen với các thủ tục của chúng tôi.,https://audio.tudienkala.com/data/images_example/300x225/y/o/youll_need_ex2_5877267a7f8b9acf2f8b4612.jpg,https://audio.tudienkala.com/audio/f/a/familiarize.mp3
128,fiscal,/ˈfɪskl/,adj,(thuộc) công khố; (thuộc) tài chính,The Finance Ministry changed its fiscal policy.,Bộ Tài chính đã thay đổi chính sách tài chính.,https://audio.tudienkala.com/data/cache/images/300x225/f/i/fiscal1.jpg,https://audio.tudienkala.com/audio/f/i/fiscal.mp3
128,flexible,/ˈfleksəbl/,adj,"linh động, linh hoạt",You need to be more flexible and imaginative in your approach.,Bạn cần phải linh hoạt hơn và giàu trí tưởng tượng trong cách tiếp cận của mình.,https://audio.tudienkala.com/data/cache/images/300x225/f/l/flexible1.jpg,https://audio.tudienkala.com/audio/f/l/flexible.mp3
128,fluent,/verb/,adj,trôi chảy,He's fluent in English.,Cậu ấy lưu loát tiếng Anh.,https://audio.tudienkala.com/data/cache/images/300x225/f/l/fluent1.png,https://audio.tudienkala.com/audio/f/l/fluent.mp3
128,forensic,/fəˈrensɪk or fəˈrenzɪk/,adj,(thuộc) pháp y,Forensic tests showed him to be the killer.,Kết quả giám định pháp y cho thấy hắn là kẻ giết người.,https://audio.tudienkala.com/data/cache/images/300x225/f/o/forensic1.jpg,https://audio.tudienkala.com/audio/f/o/forensic.mp3
128,formulate,/ˈfɔːrmjuleɪt/,v,"tạo ra, chuẩn bị",This new kitchen cleaner is formulated to cut through grease and dirt.,Đây là căn bếp mới và sạch sẽ được tạo ra để giảm thiểu dầu mỡ và bụi bẩn.,https://audio.tudienkala.com/data/cache/images/300x225/f/o/formulate1.jpg,https://audio.tudienkala.com/audio/f/o/formulate.mp3
128,forward-looking,/ˈfɔːrwərd ˈlʊkɪŋ/,adj,"biết hướng về phía trước, nhìn về tương lai",We need someone dynamic and forward-looking.,Chúng tôi cần một ai đó năng động và nhìn về tương lai.,https://audio.tudienkala.com/data/cache/images/300x225/f/o/forward-looking1.jpg,https://audio.tudienkala.com/audio/f/o/forward-looking.mp3
128,foster,/ˈfɔːstər/,v,"ấp ủ, nuôi dưỡng, thúc đẩy",The club's aim is to foster better relations within the community.,Mục đích của câu lạc bộ là để thúc đẩy các mối quan hệ tốt hơn trong cộng đồng.,https://audio.tudienkala.com/data/cache/images/300x225/f/o/foster1.jpg,https://audio.tudienkala.com/audio/f/o/foster.mp3
128,freelance,/ˈfriːlæns/,adj,làm nghề tự do,Linda has worked in Yemen as a freelance journalist since 2012.,Linda đã làm việc tại Yemen như một nhà báo tự do kể từ năm 2012.,https://audio.tudienkala.com/data/cache/images/300x225/f/r/freelance1.jpg,https://audio.tudienkala.com/audio/f/r/freelance.mp3
128,fulfil,,v,"thực hiện, hoàn thành, làm trọn (nhiệm vụ...)",,,https://audio.tudienkala.com/data/cache/images/300x225/f/u/fulfil1.jpg,
128,generate,/'dʤenəreit/,v,"làm ra, tạo ra, phát ra",The new training program generated a lot of interest among employees.,Chương trình huấn luyện mới đã tạo ra nhiều lợi ích cho mỗi nhân viên.,https://audio.tudienkala.com/data/cache/images/300x225/g/e/generate1.png,https://audio.tudienkala.com/audio/g/e/generate.mp3
128,graduate,/ˈɡrædʒuət/,n,"người tốt nghiệp đại học, có bằng cử nhân",She's an RMIT graduate.,Cô ấy là sinh viên tốt nghiệp trường RMIT.,https://audio.tudienkala.com/data/cache/images/300x225/g/r/graduate1.jpg,https://audio.tudienkala.com/audio/g/r/graduate.mp3
128,hire,/'haiə/,v,"thuê, mướn; tiền trả công",She was hired after her third interview.,Cô ta đã được thuê sau lần phỏng vấn thứ ba.,https://audio.tudienkala.com/data/cache/images/300x225/h/i/hire1.jpg,https://audio.tudienkala.com/audio/h/i/hire.mp3
128,hub,/hʌb/,n,(nghĩa bóng) trung tâm,The kitchen was the hub of family life.,Nhà bếp là trung tâm của cuộc sống gia đình.,https://audio.tudienkala.com/data/images_example/300x225/t/h/the_kitche_ex2_5877267e7f8b9acf2f8b4626.png,https://audio.tudienkala.com/audio/h/u/hub.mp3
128,implement,/ˈɪmplɪment/,v,"thi hành, thực hiện",The contract was implemented after everyone agreed.,Hợp đồng đã được thi hành sau khi tất cả mọi người đồng ý.,https://audio.tudienkala.com/data/cache/images/300x225/i/m/implement2.jpg,https://audio.tudienkala.com/audio/i/m/implement.mp3
128,improvise,/ˈɪmprəvaɪz/,v,"ứng biến, làm gì đó mà không chuẩn bị trước","During the rap battles, the rappers were asked to improvise a song based on a specific word.","Trong các trận đấu đọc rap, các rapper đã được yêu cầu ngẫu hứng một bài hát dựa trên một từ cụ thể.",https://audio.tudienkala.com/data/cache/images/300x225/i/m/improvise2.jpg,https://audio.tudienkala.com/audio/i/m/improvise.mp3
128,inform,/ɪnˈfɔːrm/,v,báo tin cho; cho biết; cung cấp tin tức,We regret to inform you that your account has been suspended.,Chúng tôi rất tiếc phải thông báo rằng tài khoản của bạn đã bị treo.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/inform1.jpg,https://audio.tudienkala.com/audio/i/n/inform.mp3
128,innovate,/ˈɪnəveɪt/,v,"sáng kiến, đổi mới",We must constantly adapt and innovate to ensure success in a growing market.,Chúng tôi liên tục phải thích nghi và đổi mới để đảm bảo thành công trong một thị trường đang phát triển.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/innovate2.jpg,https://audio.tudienkala.com/audio/i/n/innovate.mp3
128,insert,/ɪnˈsɜːt/,v,"chèn vào, cho vào",You have to insert the key into the lock.,Bạn phải tra chìa khóa vào ổ khóa.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/insert1.jpg,https://audio.tudienkala.com/audio/i/n/insert.mp3
128,in-service,/NA/,adj,được thực hiện lúc đang làm việc; tại chức,They combine in-service training with regular training.,Họ kết hợp đào tạo tại chức với đào tạo chính quy.,https://audio.tudienkala.com/data/images_example/300x225/t/h/they_combi_ex2_587726807f8b9acf2f8b4630.png,https://audio.tudienkala.com/audio/i/n/in-service.mp3
128,inspiration,"/,inspə'reiʃn/",n,cảm hứng,Nature is a source of inspiration for inventors.,Thiên nhiên là nguồn cảm hứng cho các nhà phát minh.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/inspiration2.jpg,https://audio.tudienkala.com/audio/i/n/inspiration.mp3
128,install,/ɪnˈstɔːl/,v,"lắp đặt, cài đặt",A fire extinguisher is being installed in this house.,Bình chữa cháy đang được cài đặt trong ngôi nhà này.,https://audio.tudienkala.com/data/images_example/300x225/a/_/a_fire_ext_ex1_56248cfc7f8b9afa0cb17ff0.png,https://audio.tudienkala.com/audio/i/n/install.mp3
128,instruct,/ɪnˈstrʌkt/,v,"chỉ dẫn, chỉ thị cho",You will be instructed where to go as soon as the plane is ready.,Bạn sẽ được chỉ dẫn đi đâu ngay sau khi máy bay đã sẵn sàng.,https://audio.tudienkala.com/data/images_example/300x225/y/o/you_will_b_ex2_587726807f8b9acf2f8b4632.png,https://audio.tudienkala.com/audio/i/n/instruct.mp3
128,interact,/ˌɪntərˈækt/,v,"tương tác, tiếp xúc",Volunteers have a chance to interact closely with the local people.,Các tình nguyện viên có cơ hội được tiếp xúc gần gũi với người dân địa phương.,https://audio.tudienkala.com/data/images_example/300x225/v/o/volunteers_ex1_56248d017f8b9afc0c2981ed.png,https://audio.tudienkala.com/audio/i/n/interact.mp3
129,internship,/ˈɪntɜːrnʃɪp/,n,kỳ thực tập,I gained a lot of experience after finishing my internship.,Tôi đã tích lũy được rất nhiều kinh nghiệm sau khi hoàn tất kỳ thực tập của mình.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/internship1.jpg,https://audio.tudienkala.com/audio/i/n/internship.mp3
129,interpersonal,/ˌɪntərˈpɜːrsənl/,adj,"giữa cá nhân với nhau, liên nhân","To enter this university, you need to have excellent interpersonal skills.",Để vào được trường đại học này bạn cần có những kĩ năng liên nhân cực tốt.,https://audio.tudienkala.com/data/cache/images/300x225/i/n/interpersonal1.jpg,https://audio.tudienkala.com/audio/i/n/interpersonal.mp3
129,invent,/ɪnˈvent/,v,"phát minh, sáng chế",Who invented the steam engine?,Ai phát minh ra động cơ hơi nước?,https://audio.tudienkala.com/data/cache/images/300x225/i/n/invent2.jpg,https://audio.tudienkala.com/audio/i/n/invent.mp3
129,landline,/ˈlændlaɪn/,n,"điện thoại bàn, điện thoại cố định",I'll call you later on the landline.,Tôi sẽ gọi cho bạn sau bằng điện thoại bàn,https://audio.tudienkala.com/data/cache/images/300x225/l/a/landline1.png,https://audio.tudienkala.com/audio/l/a/landline.mp3
129,liaison,/liˈeɪzɑːn/,n,"người liên lạc, liên kết",He's a liaison officer.,Anh ta là sĩ quan liên lạc.,https://audio.tudienkala.com/data/images_example/300x225/h/e/hes_aliais_ex2_587726827f8b9acf2f8b463c.jpg,https://audio.tudienkala.com/audio/l/i/liaison.mp3
129,licence,/ˈlaɪsns/,n,giấy phép,James lost his licence for six months.,James bị tước giấy phép của anh ta trong sáu tháng.,https://audio.tudienkala.com/data/cache/images/300x225/l/i/licence2.jpg,https://audio.tudienkala.com/audio/l/i/licence.mp3
129,mailing,/ˈmeɪlɪŋ/,n,hoạt động gửi hàng hóa qua bưu điện,The strike has delayed the mailing of tax reminders.,Các cuộc đình công đã bị trì hoãn việc gửi thư nhắc nhở thuế.,https://audio.tudienkala.com/data/cache/images/300x225/m/a/mailing1.jpg,https://audio.tudienkala.com/audio/m/a/mailing.mp3
129,manufacture,/ˌmænjʊˈfæktʃər/,v,"sản xuất, chế biến",He works for a company that manufactures car parts.,Anh ta làm cho một công ty sản xuất phụ tùng ô tô.,https://audio.tudienkala.com/data/cache/images/300x225/m/a/manufacture1.jpg,https://audio.tudienkala.com/audio/m/a/manufacture.mp3
129,mediator,/ˈmiːdieɪtər/,n,"người điều đình, người dàn xếp",A Mediator has been called in to resolve the crisis.,Một người điều đình đã được mời đến để giải quyết vụ khủng hoảng.,https://audio.tudienkala.com/data/cache/images/300x225/m/e/mediator1.jpg,https://audio.tudienkala.com/audio/m/e/mediator.mp3
129,mentor,/'mentɔ:/,n,thầy hướng dẫn,She is a friend and mentor to many children.,Cô ấy là một người bạn và người hướng dẫn của nhiều đứa trẻ.,https://audio.tudienkala.com/data/cache/images/300x225/m/e/mentor1.png,https://audio.tudienkala.com/audio/m/e/mentor.mp3
129,motive,/ˈmoʊtɪv/,n,"cớ, lý do, động cơ (của một hành động)",There seemed to be no motive for the murder.,Có vẻ như không có động cơ cho vụ giết người này.,https://audio.tudienkala.com/data/images_example/300x225/t/h/there_seem_ex1_587726837f8b9acf2f8b4644.jpg,https://audio.tudienkala.com/audio/m/o/motive.mp3
129,multitask,/ˌmʌltiˈtæsk/,v,chạy cùng lúc nhiều chương trình,"In computing, multitasking is a method where multiple tasks, also known as processes, are performed during the same period of time.","Trong máy tính, chạy cùng lúc nhiều chương trình là một phương pháp mà nhiều nhiệm vụ, còn được gọi là quy trình, được",https://audio.tudienkala.com/data/cache/images/300x225/m/u/multitask1.jpg,https://audio.tudienkala.com/audio/m/u/multitask.mp3
129,negotiate,/ni'gouʃieit/,v,"thương lượng, đàm phán, điều đình",You must know what you want and what you can accept when you negotiate a salary.,Anh phải biết mình muốn gì và mình có thể chấp nhận gì khi thương lượng về lương bổng.,https://audio.tudienkala.com/data/cache/images/300x225/n/e/negotiate1.png,https://audio.tudienkala.com/audio/n/e/negotiate.mp3
129,organize,/'ɔ:gənaiz/,v,tổ chức,The meeting is organized every month.,Cuộc họp được tổ chức hàng tháng.,https://audio.tudienkala.com/data/cache/images/300x225/o/r/organize1.jpg,https://audio.tudienkala.com/audio/o/r/organize.mp3
129,orient,/ˈɔːrient/,v,định hướng,Our students are oriented towards science subjects.,Sinh viên của chúng tôi đang được hướng tới các môn khoa học.,https://audio.tudienkala.com/data/cache/images/300x225/o/r/orient1.jpg,https://audio.tudienkala.com/audio/o/r/orient.mp3
129,oversee,/ˌoʊvərˈsiː/,v,giám sát,United Nations observers oversaw the elections.,Quan sát viên Liên Hợp Quốc giám sát các cuộc bầu cử.,https://audio.tudienkala.com/data/cache/images/300x225/o/v/oversee1.jpg,https://audio.tudienkala.com/audio/o/v/oversee.mp3
129,overtime,/ˈoʊvərtaɪm/,n,giờ làm thêm,Workers are protesting against overtime hours and low wages.,Những công nhân đang phản đối giờ làm thêm và tiền lương thấp.,https://audio.tudienkala.com/data/cache/images/300x225/o/v/overtime1.jpg,https://audio.tudienkala.com/audio/o/v/overtime.mp3
129,participate,/pɑːˈtɪsɪpeɪt/,v,tham gia,She never participates in any of our discussions.,Cô ấy không bao giờ tham gia vào bất cứ buổi thảo luận nào của chúng tôi.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/participate1.jpeg,https://audio.tudienkala.com/audio/p/a/participate.mp3
129,part-time,/pɑːt taɪm/,adj,làm việc bán thời gian,I am looking for a part-time job.,Tôi đang tìm kiếm một công việc bán thời gian.,https://audio.tudienkala.com/data/cache/images/300x225/p/a/part-time1.jpg,https://audio.tudienkala.com/audio/p/a/part-time.mp3
129,persuasive,/pəˈsweɪsɪv/,adj,mang tính thuyết phục,His speech yesterday was not persuasive.,Bài phát biểu của anh ta ngày hôm qua không thuyết phục.,https://audio.tudienkala.com/data/cache/images/300x225/p/e/persuasive1.png,https://audio.tudienkala.com/audio/p/e/persuasive.mp3
129,planner,/ˈplænər/,n,"người, sách, phần mềm lập kế hoạch, lên lịch các cuộc họp",Tom is a very poor planner. He can't see beyond the end of his nose.,Tom là một người vạch kế hoạch rất tồi. Anh ta không biết nhìn xa.,https://audio.tudienkala.com/data/cache/images/300x225/p/l/planner1.jpg,https://audio.tudienkala.com/audio/p/l/planner.mp3
129,probation,/proʊˈbeɪʃn/,n,thời gian tập sự,How long is the probation period?,Thời gian thử việc là bao lâu?,https://audio.tudienkala.com/data/cache/images/300x225/p/r/probation1.jpg,https://audio.tudienkala.com/audio/p/r/probation.mp3
129,proficient,/prəˈfɪʃnt/,adj,"tài giỏi, thành thạo",I'm a reasonably proficient driver.,Tôi là một lái xe khá thành thạo.,https://audio.tudienkala.com/data/images_example/300x225/i/m/im_a_reaso_ex2_587726857f8b9acf2f8b4652.jpg,https://audio.tudienkala.com/audio/p/r/proficient.mp3
129,programmer,/ˈproʊɡræmər/,n,lập trình viên,"Computer programmers write code to produce software, which can be found on most systems these days.","Lập trình viên máy tính viết mã để sản xuất phần mềm, có thể được tìm thấy trên hầu hết các hệ thống trong những ngày này.",https://audio.tudienkala.com/data/cache/images/300x225/p/r/programmer1.jpg,https://audio.tudienkala.com/audio/p/r/programmer.mp3
129,protocol,/ˈproʊtəkɔːl/,n,"(Tin học) giao thức, định chuẩn","Network protocols like HTTP, TCP/IP, and SMTP provide a foundation that much of the Internet is built on.","Mạng lưới giao thức như HTTP, TCP / IP, SMTP và cung cấp một nền tảng cho nhiều ứng dụng của Internet được xây dựng.",https://audio.tudienkala.com/data/cache/images/300x225/p/r/protocol2.jpg,https://audio.tudienkala.com/audio/p/r/protocol.mp3
